race_id,series,year,race_file,driver_key,race_laps,race_relative_pace,race_relative_time
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,822,15,-1.867893122788837,-2.3640000000000043
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,825,58,0.19244551902006116,0.18649999999999523
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,826,58,0.3575394800012929,0.5510000000000019
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,830,57,-1.4272238159967252,-2.0600000000000023
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,832,60,-0.13844030949019837,-0.19149999999999778
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,839,21,-0.09477356560448422,-0.18900000000000716
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,841,59,0.14471991145388075,0.2670000000000101
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,842,59,0.016117939296537768,0.017499999999998295
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,844,59,-0.012165820112645859,-0.038000000000010914
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,846,41,-0.059815282220504,-0.04999999999999716
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,847,11,0.5153703868623284,0.4899999999999949
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,848,21,-0.16232299844785741,-0.15399999999999636
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,849,58,0.4420772833451509,0.5409999999999968
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,1,65,-1.4677729241266695,-1.5489999999999924
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,154,64,0.625729380942301,0.680250000000008
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,20,64,-0.08598658660877301,-0.10499999999999687
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,8,64,0.044824355541367315,0.055249999999993804
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,815,64,-0.5175152881112336,-0.4789999999999921
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,817,64,0,0
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,822,65,-1.1215896876751672,-1.2125000000000057
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,825,64,0.559827575959017,0.6127499999999984
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,826,62,0.4553285540011333,0.5577499999999986
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,830,65,-0.8892449311194294,-0.8900000000000006
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,832,64,0,0
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,839,64,-0.04160216428796077,-0.0519999999999996
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,840,48,0.0891745994760059,0.09700000000000131
